0.3,0,1,1,0.1499784668,0.1499784668,0.0,0.1499784668,0.1499784668,0.0,118.53885461762547
0.1,1,9,10,0.2302971576,0.3805687204,0.39486051991360666,0.2302971576,0.1499784668,0.5355348171888367,533.2032406292856
0.09,1,10,11,0.2302971576,0.3805687204,0.39486051991360666,0.2302971576,0.1499784668,0.5355348171888367,578.3568850178272
0.08,1,11,12,0.2229020979,0.3805687204,0.414292121365842,0.2121729238,0.1499784668,0.4146892439095131,700.563119424507
0.07,1,11,12,0.2229020979,0.3805687204,0.414292121365842,0.2121729238,0.1499784668,0.4146892439095131,692.8815357815474
0.06,1,12,13,0.2229020979,0.3805687204,0.414292121365842,0.2183727034,0.1499784668,0.4560270421433594,770.3358279261738
0.05,1,13,14,0.2229020979,0.3805687204,0.414292121365842,0.2183727034,0.1499784668,0.4560270421433594,827.7703246194869
0.04,1,14,15,0.2229020979,0.3805687204,0.414292121365842,0.2183727034,0.1499784668,0.4560270421433594,864.3238975517452
0.03,1,15,16,0.2229020979,0.4186939821,0.46762526468134774,0.2121729238,0.1499784668,0.4146892439095131,922.6389190927148
0.02,2,5,21,0.2229020979,0.4186939821,0.46762526468134774,0.2121729238,0.1499784668,0.4146892439095131,1253.8728317711502
0.01,2,59,75,0.2229020979,0.4186939821,0.46762526468134774,0.2121729238,0.1499784668,0.4146892439095131,4819.753645436838
0.009,2,64,80,0.2229020979,0.4186939821,0.46762526468134774,0.2121729238,0.1499784668,0.4146892439095131,5181.066840149462
0.008,2,69,85,0.2229020979,0.4186939821,0.46762526468134774,0.2121729238,0.1499784668,0.4146892439095131,5482.748549424112
0.007,2,75,91,0.2229020979,0.4186939821,0.46762526468134774,0.2121729238,0.1499784668,0.4146892439095131,5834.594608334824
0.006,2,80,96,0.2229020979,0.4186939821,0.46762526468134774,0.2121729238,0.1499784668,0.4146892439095131,6143.7784302942455
0.005,2,86,102,0.2229020979,0.4186939821,0.46762526468134774,0.2121729238,0.1499784668,0.4146892439095131,6532.9362296797335
0.004,2,91,107,0.2229020979,0.4186939821,0.46762526468134774,0.2121729238,0.1499784668,0.4146892439095131,6890.644529376179
0.003,2,97,113,0.2229020979,0.4186939821,0.46762526468134774,0.2121729238,0.1499784668,0.4146892439095131,7321.65493407473
0.002,2,102,118,0.2229020979,0.4186939821,0.46762526468134774,0.2121729238,0.1499784668,0.4146892439095131,7733.452177051455
0.2,1,1,2,0.1499784668,0.1499784668,0.0,0.1499784668,0.1499784668,0.0,173.2045525945723
