0.001,2,99,115,0.2229020979,0.4458041958,0.5,0.2121729238,0.1544897654,0.37337850990095417,1967.6650822274387
0.002,2,87,103,0.2229020979,0.4458041958,0.5,0.2121729238,0.1544897654,0.37337850990095417,1863.474940693006
0.003,2,76,92,0.2229020979,0.4458041958,0.5,0.2121729238,0.1544897654,0.37337850990095417,1542.9949336349964
0.004,2,65,81,0.2229020979,0.4458041958,0.5,0.2121729238,0.1544897654,0.37337850990095417,1488.0196345131844
0.005,2,53,69,0.2229020979,0.4458041958,0.5,0.2121729238,0.1544897654,0.37337850990095417,1276.4854284059256
0.006,2,42,58,0.2229020979,0.4458041958,0.5,0.2121729238,0.1544897654,0.37337850990095417,983.6547113601118
0.007,2,30,46,0.2229020979,0.4458041958,0.5,0.2121729238,0.1544897654,0.37337850990095417,773.1622514687479
0.008,2,19,35,0.2229020979,0.4458041958,0.5,0.2121729238,0.1544897654,0.37337850990095417,594.5081612505019
0.009,2,8,24,0.2229020979,0.4458041958,0.5,0.2121729238,0.1544897654,0.37337850990095417,382.28210339322686
0.01,1,15,16,0.2229020979,0.4458041958,0.5,0.2121729238,0.1544897654,0.37337850990095417,253.40078330039978
0.02,1,14,15,0.254508088,0.4458041958,0.42910342612796015,0.2346415628,0.1544897654,0.5188162283273168,215.4942522458732
0.03,1,13,14,0.2229020979,0.4458041958,0.5,0.2121729238,0.1544897654,0.37337850990095417,226.12989407591522
0.04,1,12,13,0.254508088,0.4458041958,0.42910342612796015,0.2346415628,0.1544897654,0.5188162283273168,189.7450990229845
0.05,1,11,12,0.254508088,0.4458041958,0.42910342612796015,0.2346415628,0.1544897654,0.5188162283273168,152.6732953917235
0.06,1,10,11,0.2183727034,0.4458041958,0.5101600535451937,0.1560959211,0.1544897654,0.010396518473838011,186.04646920971572
0.07,1,9,10,0.2206247326,0.4440944882,0.5032031730584311,0.1700581395,0.1544897654,0.10077285093734761,159.04249644838274
0.08,1,7,8,0.1993645751,0.28553137,0.30177698128230185,0.1852566285,0.1544897654,0.19915146495523117,131.36758615262806
0.09,1,6,7,0.1906492248,0.4458041958,0.5723476212289164,0.1616551307,0.1544897654,0.04638084135507402,135.66302798688412
0.1,1,5,6,0.2218735993,0.4458041958,0.5023070635262963,0.1616551307,0.1544897654,0.04638084135507402,90.21773110888898
0.2,0,1,1,0.1544897654,0.1544897654,0.0,0.1544897654,0.1544897654,0.0,29.69014042802155
0.02,1,14,15,0.2183727034,0.4186939821,0.47844317631523936,0.1616551307,0.1499784668,0.0778556025350702,969.6957574766129
